"Especie","Toneladas","Tamanho","Sexo","Dia","Mes","Ano","Latitude","Longitude"
"Meca",1.48,141.51,"M",23,6,2022,75.4597288789228,33.8985274918377
"Albacora bandolim",2.09,137.72,"F",7,12,2018,86.2832550052553,-113.06384450756
"Meca",0.44,135.1,"F",8,9,2021,-64.0279790852219,-38.9451269712299
"Albacora laje",2.32,175.95,"M",24,3,2022,-72.6686638360843,-13.7192124500871
"Outros",7.67,122.72,"M",9,11,2020,-74.816654054448,178.3169272542
"Outros",2.43,155.99,"M",6,8,2019,11.6829916415736,118.32455358468
"Albacora laje",1.55,126.84,"F",24,10,2018,-64.4539812253788,-50.9277300350368
"Albacora branca",2.03,160.48,"F",22,11,2021,85.2760725701228,-167.296252604574
"Outros",1.81,176.66,"M",24,12,2023,70.5010393867269,-59.1308918874711
"Albacora bandolim",3.64,116.8,"F",21,10,2021,78.5506534902379,161.411728765815
"Albacora branca",2.1,167.51,"M",6,5,2021,-27.0002510631457,-13.7999819777906
"Albacora bandolim",6.46,185.57,"F",20,3,2018,77.3152999347076,-76.8882216420025
"Outros",5.65,166.94,"F",27,6,2018,74.7800646163523,-167.933814441785
"Tubarao Azul",0.33,119.92,"M",12,5,2023,-19.2521184682846,88.0038091074675
"Albacora bandolim",6.56,169.41,"M",25,6,2018,85.0625445507467,-77.6802275050431
"Albacora bandolim",5.78,143.49,"F",26,7,2023,-64.8339198203757,57.348061837256
"Meca",3.13,165.8,"F",19,1,2018,9.40945417620242,-87.1831932105124
"Meca",6.88,164.11,"M",13,3,2020,-8.71424554847181,-100.791707541794
"Meca",6.5,172.14,"M",11,5,2021,-57.8813559003174,-151.672904770821
"Albacora laje",7.4,182.79,"M",19,8,2022,-0.905808513052762,130.736109679565
"Tubarao Azul",4,146.53,"M",2,9,2019,47.8533237241209,-28.0194411613047
"Meca",4.37,116.57,"M",9,10,2018,-65.4477750789374,-155.944511303678
"Meca",6.6,157.78,"M",11,5,2018,8.85795839130878,-106.5588752646
"Albacora laje",5.32,165.38,"F",5,5,2018,-36.6512090759352,22.6811183430254
"Outros",7.71,144.91,"F",19,7,2019,87.6795192249119,-69.2267787549645
"Albacora bandolim",3.94,183.11,"M",26,1,2021,-77.5452212383971,164.259076947346
"Albacora laje",3.44,161.8,"M",4,8,2023,-14.7473557619378,51.2501628231257
"Albacora laje",0.71,161.17,"M",12,3,2022,-88.2091417210177,27.8798120655119
"Meca",2.87,170.05,"F",3,7,2021,-50.1712745893747,60.3182653337717
"Outros",2.33,189.5,"M",16,4,2022,-48.1314229918644,-139.35102221556
"Tubarao Azul",4.27,186.88,"F",14,10,2018,-84.9265955295414,-68.0250567477196
"Meca",1.14,142.68,"F",8,2,2020,-86.884597549215,71.3142522610724
"Meca",4.53,184.91,"F",11,3,2020,-31.0546190757304,68.9372207969427
"Albacora bandolim",6.85,140.43,"F",21,6,2018,74.983956925571,-131.876155463979
"Albacora branca",4.95,159.3,"F",11,5,2022,55.7268714671955,-147.302358588204
"Albacora laje",4.13,137.46,"M",6,9,2021,44.2723623756319,-20.6568490806967
"Meca",1.52,142.74,"M",21,4,2023,4.56534295342863,-111.572337644175
"Tubarao Azul",6.92,132.66,"M",21,5,2023,-26.8659169832245,-95.5812156200409
"Albacora laje",4.22,156.97,"M",10,2,2018,-29.3660722766072,-127.340804301202
"Albacora bandolim",6.2,127.22,"M",28,7,2020,0.325570553541183,107.990786880255
"Tubarao Azul",6.73,130.35,"M",15,10,2018,-85.3510273620486,-79.1919288039207
"Albacora bandolim",5.97,162.71,"M",23,9,2023,-79.6766846068203,-174.894066369161
"Meca",6.15,115.11,"M",23,3,2021,-4.63808115106076,117.552452730015
"Outros",0.97,164.44,"F",8,10,2022,-15.5425180820748,-5.62000958248973
"Tubarao Azul",5.98,127.91,"F",15,8,2021,-87.4307567020878,-21.6690809838474
"Albacora laje",6.74,134.1,"F",16,3,2021,7.90473403874785,-114.094666549936
"Albacora bandolim",1.5,129.06,"F",23,12,2020,-5.48279032576829,-145.173367252573
"Meca",3.79,118.21,"M",6,11,2019,57.4643754959106,5.23357325233519
"Albacora laje",1.46,115.39,"F",3,11,2019,-39.8530672537163,-136.439470499754
"Outros",2.61,149.68,"M",19,3,2022,73.1208947952837,-110.404519513249
"Albacora laje",2.75,145.11,"F",16,8,2019,-85.9011526638642,-119.381857579574
"Albacora laje",5.5,125.52,"M",15,7,2022,-19.5777955558151,-174.881155472249
"Albacora laje",3.29,159.72,"F",2,12,2019,-77.7002729102969,174.665911383927
"Albacora laje",0.4,141.25,"F",19,6,2020,7.35182301141322,-35.5197394452989
"Meca",2.02,137.64,"M",11,7,2019,83.1951400497928,167.385759092867
"Outros",7.95,159.18,"F",6,3,2023,-37.4867668468505,-132.323654294014
"Tubarao Azul",3.93,160.84,"F",5,5,2020,-63.905447605066,62.1456503123045
"Albacora branca",2.62,175.45,"F",22,2,2021,89.1807273449376,-153.712539318949
"Albacora branca",6.58,165.41,"F",27,10,2022,-28.5671135829762,155.289830435067
"Meca",7.38,129.12,"M",3,3,2019,88.9469845220447,-48.3447464089841
"Tubarao Azul",3.16,136.56,"M",12,2,2018,71.69416742865,18.5215454176068
"Meca",1.43,187.44,"M",27,2,2018,-32.8780450718477,80.3486043680459
"Tubarao Azul",6.96,177.66,"M",11,1,2023,0.1508858660236,133.537165867165
"Albacora branca",2.92,143.16,"M",9,9,2018,-37.5996425841004,-46.0384189803153
"Albacora bandolim",3.29,147.23,"M",1,11,2019,-65.6364005897194,28.499822113663
"Albacora bandolim",6.48,125.39,"M",14,2,2022,-57.4895235523582,-5.6975213997066
"Meca",5.85,145.43,"M",3,10,2023,86.1398098384961,42.1643370296806
"Meca",6.61,161.22,"M",5,8,2018,84.4168956857175,-69.5200367365032
"Outros",4,146.5,"F",25,10,2022,-18.0342803243548,-131.108304820955
"Albacora bandolim",3.16,179.51,"F",7,1,2022,-85.6609476031736,-116.56571354717
"Outros",0.12,115.63,"F",26,7,2022,3.83263239171356,159.281505877152
"Outros",0.34,121.03,"M",26,10,2019,-70.0757820205763,24.5755520090461
"Tubarao Azul",2.05,181.89,"M",21,7,2022,9.79705395642668,153.148758681491
"Albacora bandolim",1.75,166.57,"F",24,7,2022,-11.2644603755325,-114.392514042556
"Albacora bandolim",0.47,181.01,"M",1,2,2020,1.6682613780722,-171.512105902657
"Albacora laje",6.28,179.38,"F",28,3,2023,88.8377096084878,-160.688367001712
"Outros",1.27,116.39,"F",20,11,2020,-23.770848903805,-100.556482253596
"Albacora branca",6.25,164.01,"M",13,2,2023,-2.47119326144457,52.1386071760207
"Outros",6.74,164.17,"M",17,4,2022,-13.4597118711099,-158.005194319412
"Albacora laje",4.93,148.32,"F",23,3,2022,9.04744979459792,-40.0572582520545
"Albacora branca",2.76,178.96,"M",6,3,2022,80.602090805769,103.270403528586
"Outros",7.7,158.96,"F",11,1,2022,53.2676381338388,145.681727500632
"Outros",7.61,128.2,"M",26,1,2023,-89.4733926840127,-15.9436878282577
"Outros",2.18,134.6,"M",10,9,2021,-86.0961275501177,24.5715908054262
"Meca",5.05,153.37,"F",26,4,2019,-42.4458423675969,-145.723981345072
"Outros",7.88,162.28,"M",6,11,2021,-41.3438363419846,-168.725287131965
"Meca",5.82,119.31,"F",17,12,2019,-66.1789693962783,-6.51127863675356
"Outros",6.33,138,"M",22,12,2018,-16.06064660009,-138.457043543458
"Albacora branca",5.34,149.94,"M",4,10,2020,-87.1920228330418,16.8953897338361
"Albacora branca",3.96,160.89,"M",22,6,2018,1.89664351288229,-175.906590884551
"Tubarao Azul",7.47,178.31,"M",21,6,2023,-70.4787351423874,-105.352333663031
"Albacora bandolim",2.02,152.81,"M",12,10,2021,85.0094675319269,-107.775174491107
"Albacora laje",4.29,130.92,"F",26,2,2021,-9.49396127834916,176.643809527159
"Meca",7.11,137.72,"M",4,9,2023,-64.0878510195762,-174.341438189149
"Albacora bandolim",3.25,180.76,"M",15,8,2019,85.7303874799982,170.846902476624
"Albacora laje",0.96,132.37,"M",22,1,2020,-63.2218372263014,-169.051941884682
"Albacora branca",0.29,188.06,"F",8,8,2020,-25.3442746633664,42.1591386571527
"Meca",5.83,124.07,"F",27,9,2018,-49.1153964819387,42.4878299608827
"Outros",6.41,135.24,"F",20,2,2023,-9.70196880865842,-104.236320303753
"Albacora bandolim",3.93,183.72,"F",27,1,2020,-60.21195220761,-101.850641062483
"Outros",5.41,133.85,"M",2,12,2020,83.5432947613299,142.631386052817
"Albacora laje",0.64,169.83,"M",13,1,2020,-41.7280365899205,154.914538431913
"Albacora bandolim",7.49,147.84,"M",18,5,2021,-0.879739955998957,155.813328484073
"Meca",2.87,119.79,"F",26,3,2022,87.3767501302063,-16.0212962049991
"Albacora branca",7.51,136.27,"M",21,10,2023,72.0041548926383,21.1601212620735
"Outros",2.21,120.89,"F",4,8,2022,-25.5479325307533,103.856330998242
"Albacora laje",0.33,176.39,"M",26,12,2021,-18.9717177813873,-21.847934871912
"Albacora bandolim",0.72,138.9,"M",1,4,2019,80.8036478748545,-150.442588990554
"Albacora bandolim",1.09,137.71,"M",27,2,2022,81.1323687667027,-145.89885558933
"Albacora laje",1.69,122.15,"M",12,5,2022,2.65934540424496,-137.987067550421
"Tubarao Azul",3.24,145.3,"F",12,4,2021,70.0794902164489,50.0748600717634
"Albacora bandolim",5.15,125.97,"F",13,6,2023,84.424661770463,-127.299695089459
"Albacora branca",4.4,130.42,"F",3,5,2018,42.4917007656768,152.248746044934
"Outros",4.89,152.08,"F",7,9,2021,73.9649497624487,-95.1935743913054
"Albacora bandolim",5.13,117.85,"F",15,10,2022,-26.6471091192216,-166.907171783969
"Albacora branca",1.34,185.96,"F",5,3,2020,-45.0812832545489,78.1290156394243
"Outros",1.8,164.67,"F",19,12,2023,58.569005811587,166.358974194154
"Meca",6.3,137.14,"F",9,12,2020,-13.7574446573853,56.5612424444407
"Albacora bandolim",2.37,116.13,"F",24,4,2022,-51.322024106048,88.99468366988
"Outros",2.61,116.2,"M",15,1,2019,83.9940155949444,5.01057548448443
"Albacora branca",7.27,185.63,"M",16,1,2019,-60.8408970711753,168.208627877757
"Tubarao Azul",6.73,150.65,"M",6,4,2018,-65.095660421066,-21.4859018661082
"Meca",4.99,151.52,"F",26,11,2023,-68.7550187157467,-20.2395534329116
"Albacora bandolim",6.88,124.21,"M",20,8,2021,-20.8061819477007,-151.285587586462
"Albacora laje",0.75,135.39,"M",14,6,2018,-34.1849196888506,168.941249549389
"Tubarao Azul",5.81,183.9,"M",18,12,2021,61.8359337514266,-92.130591860041
"Albacora bandolim",3.63,185.99,"F",3,5,2021,-71.688943952322,-179.981748070568
"Outros",7.75,175.31,"M",13,4,2018,-39.8617134382948,-174.945460176095
"Albacora branca",7.66,118.94,"M",20,11,2023,-18.501527630724,-28.0928346142173
"Albacora laje",5.75,122.07,"F",19,6,2021,-67.3167984187603,12.610676670447
"Meca",4.1,188.75,"F",27,10,2022,-82.181479409337,164.790691612288
"Albacora branca",4.93,184.19,"M",26,3,2018,-71.3450368959457,-136.609203284606
"Albacora bandolim",2.1,141.25,"M",21,3,2023,8.53953663725406,59.4897535163909
"Meca",1.34,131.46,"F",20,8,2019,-74.4354458106682,-177.341001564637
"Outros",5.72,120.09,"M",16,4,2023,-86.0127768153325,-60.9347667172551
"Albacora branca",0.65,128.41,"F",10,6,2022,42.420464605093,-158.671321766451
"Albacora laje",4.14,175.73,"F",15,1,2022,-36.7449150653556,84.9524372722954
"Albacora laje",4.98,136.22,"M",5,6,2019,-3.77696331124753,-14.2888430692255
"Meca",0.56,174.91,"M",15,11,2020,-55.7347134081647,31.8451066408306
"Albacora bandolim",7.15,138.73,"M",5,2,2020,-29.4936536438763,38.4322548285127
"Albacora bandolim",4.64,161.96,"F",4,12,2022,85.7079444313422,-122.337507242337
"Albacora bandolim",7.63,165.7,"M",14,5,2023,82.7528455434367,162.568859467283
"Meca",2.21,160.27,"M",24,11,2020,62.4546687863767,5.18078897148371
"Tubarao Azul",1.57,149.44,"F",14,6,2022,-6.97266825009137,61.3322503957897
"Albacora laje",2.73,122.51,"M",12,4,2023,1.89010818488896,97.3948422074318
"Albacora laje",7.13,154.1,"M",17,7,2022,-5.76997201424092,-103.330079158768
"Meca",3.88,176.84,"M",25,3,2020,-34.8648040182889,151.770000569522
"Meca",0.1,160.89,"F",22,5,2023,-54.7445684066042,174.77365873754
"Outros",6.1,138.41,"F",16,1,2022,-61.5184701327235,-151.943224165589
"Albacora laje",4.69,131.03,"F",21,10,2019,-50.2244624588639,86.2665323540568
"Albacora bandolim",2.94,188.63,"M",8,2,2020,-22.5584209850058,52.4763131327927
"Tubarao Azul",4.49,172.63,"M",21,12,2018,-23.2116920175031,68.3645336329937
"Albacora bandolim",3.79,129.32,"M",5,11,2022,75.864902283065,57.9685745481402
"Albacora branca",0.28,164.02,"F",4,6,2019,-57.1245000511408,73.7196725606918
"Albacora laje",5.72,138.92,"M",15,2,2019,-7.74856166448444,175.693976534531
"Tubarao Azul",1.35,126.78,"M",25,7,2021,47.4169617611915,168.413394335657
"Albacora bandolim",4.25,166.91,"F",4,10,2020,-25.6836668495089,-109.061427069828
"Tubarao Azul",6.63,155.4,"M",4,4,2023,-63.3266424480826,51.0386465862393
"Outros",3.8,118.34,"F",13,5,2018,-34.3429889716208,58.3010154124349
"Albacora branca",2.72,129.63,"M",7,10,2018,-42.1532880468294,60.8542312961072
"Tubarao Azul",6.18,172.58,"M",20,1,2018,-42.6340917404741,153.459477759898
"Albacora bandolim",7.65,139.85,"F",16,7,2022,-37.2071512928233,49.0162360947579
"Albacora laje",5.4,136.78,"M",12,6,2021,57.7976798219606,-162.417032439262
"Tubarao Azul",7.69,168.16,"M",16,11,2018,-32.5026231911033,-178.670846410096
"Albacora bandolim",0.62,132.8,"M",12,7,2018,78.1686208862811,-114.418310355395
"Meca",0.47,179.03,"F",1,5,2020,-64.5306499907747,-175.655823200941
"Outros",4.26,155.6,"F",11,6,2021,74.7105320356786,71.2682555615902
"Albacora laje",6.64,160.56,"M",26,12,2023,-89.7477018646896,-136.785418968648
"Albacora bandolim",7.32,165.24,"F",20,7,2023,87.2844328545034,125.98128542304
"Meca",3.04,176.57,"M",23,8,2021,-85.2406949875876,-2.23598155193031
"Albacora bandolim",3.13,130.19,"F",7,4,2023,75.930743557401,147.030296595767
"Albacora branca",4.91,138.29,"M",12,1,2022,-48.4761521033943,-130.800869185477
"Albacora branca",4.86,158.21,"F",11,11,2019,-19.3691359553486,79.3372499663383
"Outros",4.7,165.14,"F",20,10,2018,74.1118380473927,-109.237813157961
"Albacora branca",0.27,157.19,"F",28,12,2022,3.82104721851647,128.579344237223
"Tubarao Azul",3.39,158.52,"F",12,5,2021,-20.4598384397104,165.655915914103
"Meca",1.57,175.27,"M",16,3,2019,-6.17009255569428,-133.319042511284
"Meca",1.11,115.41,"F",17,8,2019,-89.9666105629876,-123.984786830842
"Outros",2.36,141.09,"F",14,7,2022,72.3238895041868,-0.56414726190269
"Tubarao Azul",6.14,150.39,"M",20,8,2019,-10.6340191746131,90.663323784247
"Outros",7.32,178.1,"F",7,8,2021,81.8595843622461,177.588841617107
"Albacora branca",3.02,173,"F",7,2,2022,46.9610490929335,-25.4956745915115
"Meca",7.15,123.63,"M",28,7,2018,-49.9042027629912,105.45405912213
"Albacora bandolim",6.48,119.54,"M",5,11,2022,1.61367494612932,-92.7098371926695
"Albacora laje",2.26,173.24,"M",9,10,2018,-12.5359363295138,-133.414819082245
"Albacora laje",4.26,175.35,"F",25,4,2018,-48.1182943331078,-49.7033604606986
"Albacora bandolim",4.49,129.09,"M",8,1,2023,9.45205821655691,-118.711783764884
"Tubarao Azul",3.29,183.69,"M",28,11,2022,-33.2392048928887,-9.27598468959332
"Albacora branca",0.43,134.33,"M",23,6,2019,-10.352281825617,-166.843054080382
"Outros",1.5,149.42,"F",2,3,2019,-19.4490398839116,-118.865003697574
"Meca",4.58,160.66,"F",20,5,2021,-21.8385421531275,-119.783015884459
"Meca",7.73,168.72,"M",10,12,2019,-36.6802039649338,120.682756779715
"Albacora branca",5.8,145.49,"F",14,3,2018,56.581671028398,-163.978488212451
"Albacora laje",3.93,180.42,"F",13,7,2021,4.18649693951011,-8.69424800388515
"Outros",6.11,121.38,"M",3,5,2020,-14.640534860082,101.326148249209
"Albacora laje",5.66,165.05,"M",25,9,2020,87.9558449657634,107.339363470674
"Outros",7.15,164.53,"M",1,8,2021,-52.980552627705,81.9641664996743
"Albacora branca",0.1,173.28,"F",12,12,2018,7.13425709400326,135.639944896102
"Tubarao Azul",6.88,163.79,"M",26,3,2019,77.7173679275438,-159.741728268564
"Albacora bandolim",7.25,128.97,"F",8,10,2021,-19.0730183199048,-105.442985873669
"Albacora laje",6.9,122.45,"M",6,3,2018,60.8387816883624,-13.4464291948825
"Albacora bandolim",7.42,179.73,"F",15,6,2021,87.3475869745016,-35.2481382898986
"Albacora bandolim",1.36,132.15,"F",7,10,2019,88.1705516483635,125.638960953802
"Albacora laje",7.81,141.36,"M",26,3,2018,-84.4355506589636,119.350514039397
"Tubarao Azul",6.9,155.43,"F",12,3,2023,62.1964989183471,-81.7738306615502
"Outros",4.45,188.3,"M",17,11,2022,-69.5560781238601,-3.69672548957169
"Albacora bandolim",0.39,122.16,"F",25,9,2023,-50.6306553538889,-105.665607294068
"Outros",1.88,168.06,"M",11,3,2021,-66.3697397941723,-37.6641005091369
"Outros",2,185.77,"F",8,7,2020,-38.7067714193836,53.1603140663356
"Albacora bandolim",1.92,165.2,"F",16,11,2021,-25.4370663966984,-88.7684202287346
"Meca",6.72,142.38,"F",15,4,2018,-47.6497721811756,138.792394353077
"Albacora laje",6.22,183.34,"F",2,5,2023,-64.1750518977642,172.688826201484
"Albacora branca",6.76,179.43,"M",10,2,2023,9.68935194890946,-81.0217007808387
"Tubarao Azul",4.57,146.62,"M",1,8,2023,89.3311838898808,167.191010266542
"Albacora laje",5.37,133.16,"F",10,5,2022,-60.8241846039891,-71.2918771896511
"Outros",5.04,152.39,"F",20,11,2022,-26.5031671151519,179.439402641729
"Outros",7.02,149.61,"M",26,4,2020,4.43665664177388,1.47756977006793
"Albacora bandolim",1.09,157.89,"M",13,5,2018,-47.3427855223417,24.8938932549208
"Tubarao Azul",3.13,122.3,"M",17,10,2019,81.7754060821608,51.0198500845581
"Albacora branca",2.2,139.73,"M",24,2,2021,9.7049321886152,-102.610922427848
"Albacora branca",2.91,172.16,"F",1,8,2022,-8.70787102729082,168.390086106956
"Albacora branca",4.7,129.65,"M",21,2,2020,-66.9223225023597,35.9199288021773
"Albacora branca",6.79,143.22,"M",14,4,2019,-31.6766666388139,-133.908638656139
"Albacora bandolim",0.45,119.06,"M",4,3,2020,-63.1798839569092,163.79558888264
"Albacora laje",6.08,132.86,"M",5,6,2022,-22.7159416722134,-145.963072450832
"Outros",5.36,176.4,"M",6,3,2019,9.6326243178919,162.92866573669
"Outros",4.33,158.81,"F",26,1,2022,-52.4506661016494,55.1653998345137
"Meca",6.98,117.44,"F",6,7,2019,-10.2768419310451,-100.909343026578
"Albacora bandolim",4.97,120.86,"M",19,2,2020,6.83659370988607,173.165268916637
"Tubarao Azul",5.81,129.18,"F",20,6,2023,4.65717839542776,-174.798487862572
"Albacora laje",5.09,130.63,"F",24,9,2021,-84.4925596704707,175.736647127196
"Outros",6.87,168.14,"F",2,1,2019,-13.7424617959186,-81.1783152166754
"Albacora laje",5.54,181.55,"M",26,2,2023,-47.4078278336674,159.818380940706
"Tubarao Azul",2.33,175.57,"F",27,10,2020,-65.0730422325432,-104.228912461549
"Albacora bandolim",5.4,119.69,"M",12,10,2018,56.5970047563314,-153.986016176641
"Albacora laje",5.76,158.49,"M",25,6,2018,-74.9969395715743,-136.940379990265
"Tubarao Azul",6.55,151.15,"F",26,5,2020,-15.7430044049397,105.003843968734
"Tubarao Azul",1.44,120.29,"F",27,1,2021,-43.217493952252,-91.2901612278074
"Albacora branca",5.97,188.55,"M",17,10,2023,62.0885959547013,-32.0118154026568
"Albacora branca",1.27,182.9,"F",10,3,2023,-32.5444963714108,77.3217374458909
"Outros",5.48,178.21,"M",1,10,2018,-89.3910444667563,165.879132030532
"Tubarao Azul",5.4,149,"F",5,10,2018,-61.389431739226,70.347700221464
"Meca",3.96,186.65,"F",26,8,2022,-46.8093406688422,169.189556725323
"Albacora laje",1.95,183.37,"F",9,10,2018,-63.2889039348811,-140.699888449162
"Outros",4.14,164.49,"M",16,6,2023,9.94758677668869,-25.2384706120938
"Albacora laje",7.23,115.73,"M",7,10,2023,-34.3942046631128,-160.899949539453
"Albacora laje",7.47,125.73,"F",16,2,2020,-61.9149696081877,127.377969576046
"Albacora laje",0.72,164.21,"F",23,6,2019,86.5223291795701,83.2500752527267
"Albacora bandolim",1.55,153.38,"F",3,9,2020,71.1231965851039,-60.0880504958332
"Albacora laje",5.9,160.73,"F",20,2,2023,83.7074444023892,162.435346394777
"Albacora branca",5.09,187.34,"M",22,9,2022,-29.0417864173651,174.925682069734
"Albacora branca",1.93,143.71,"F",10,3,2023,-52.9827537154779,55.200090771541
"Albacora laje",3.39,185.56,"M",18,2,2023,-50.0709892669693,43.2714991830289
"Albacora bandolim",7.42,124.99,"F",26,2,2021,74.0664889337495,45.1972334738821
"Albacora bandolim",3.15,121.56,"F",5,9,2022,-46.5469608223066,-53.9640791527927
"Albacora laje",1.36,116.94,"F",22,11,2020,-13.2915443228558,151.599309900776
"Tubarao Azul",5.11,165.24,"M",15,5,2018,-88.277272679843,18.9124019443989
"Tubarao Azul",2.7,180.73,"F",24,7,2018,-55.3837931295857,-60.9971409011632
"Outros",4.51,131.74,"M",12,7,2020,-40.2438068110496,2.4286384228617
"Outros",0.98,141.7,"M",21,6,2018,7.24484205711633,-97.3177589569241
"Albacora bandolim",4.08,134.34,"M",9,8,2018,67.3233364289626,9.89527808502316
"Albacora bandolim",3.38,140.86,"F",18,9,2019,-44.0750391734764,-60.6946441344917
"Meca",2.44,186.56,"M",16,2,2021,-27.7930921409279,92.3135265614837
"Tubarao Azul",1.53,131.77,"M",17,9,2023,71.810002271086,10.2570210769773
"Outros",6.22,134.06,"F",3,5,2022,-86.5252454113215,87.7140065655112
"Albacora laje",6.48,125.4,"M",11,4,2021,-41.272982689552,11.4895672816783
"Outros",2.8,125.31,"F",11,9,2019,-5.84741212427616,-105.888652084395
"Albacora branca",3.84,181.71,"F",24,5,2022,-56.7885892465711,-35.5115372501314
"Albacora laje",7.9,165.79,"M",26,1,2019,-66.1228473158553,59.1492338385433
"Albacora laje",5.28,132.52,"M",24,10,2022,70.7593299960718,173.543511684984
"Albacora laje",4.06,126.24,"F",2,12,2020,2.56226703990251,172.873474247754
"Tubarao Azul",4.25,158.51,"F",5,5,2023,-2.66699728555977,-36.0881672613323
